symbol,token
RHIM-EQ,31163
810IRFC27-N2,31128
848NTPC28-N2,31760
JPOLYINVST-EQ,31507
LYPSAGEMS-EQ,31468
678AP39-SG,3200
901NHB34-N6,31970
863NHB34-N3,31967
SRF-EQ,3273
SUDARSCHEM-EQ,3327
SUNDARMFIN-EQ,3339
ISGEC-EQ,3329
682MH32-SG,3376
BALMLAWRIE-EQ,338
SUPREMEIND-EQ,3363
SFMP43DR-MF,3355
692HR36-SG,3382
TIRUMALCHM-EQ,3496
TAINWALCHM-EQ,3396
695HR33-SG,3696
696AP36-SG,3576
678MH31-SG,3659
70AP38-SG,3758
705RJ41-SG,3716
VLSFINANCE-EQ,3715
ANMOL-EQ,3727
704TS51-SG,3767
701AP39-SG,3762
WIPRO-EQ,3787
CORALFINAC-EQ,4007
VARROC-EQ,3857
BEML-EQ,395
GS300625C-GS,4174
PANACEABIO-EQ,4055
MARICO-EQ,4067
672TN27-SG,420
GS100825C-GS,4178
SANGAMIND-EQ,4184
SUNDRMBRAK-EQ,4179
MOTHERSON-EQ,4204
BHEL-EQ,438
WENDT-EQ,4235
691UP30A-SG,439
686KA30-SG,449
CREDITACC-EQ,4421
ALKYLAMINE-EQ,4487
706TS41-SG,4792
712AP37-SG,4789
69RJ32-SG,4764
HERITGFOOD-EQ,4598
689MH31-SG,4881
695MH32-SG,4883
DODLA-EQ,4822
HINDCON-EQ,4920
718TS51-SG,4900
71JK33-SG,4894
72KL56-SG,4899
699UP31-SG,5038
698TN31-SG,5037
ADROITINFO-EQ,4953
931SFIL26A-NA,4926
701UP31-SG,5089
714AP36-SG,5044
627RJ26-SG,5078
SBIETFCON-EQ,5168
96IIFL28-N5,5214
SFMP47DR-MF,5180
714AP37-SG,5234
ROLEXRINGS-EQ,5279
SFMP48GD-MF,5325
DEVYANI-EQ,5373
PENINLAND-BE,5358
697TN31B-SG,5417
697AS31-SG,5416
638MH27-SG,5467
APTUS-EQ,5435
699WB31-SG,5470
685WB31-SG,5566
708JK36-SG,5544
691RJ31A-SG,5541
ARCHIES-EQ,5688
SFMP50GD-MF,5595
SFMP50DD-MF,5592
AXISCETF-EQ,5732
68SK31-SG,5745
699KL36-SG,5891
709TS40-SG,5998
SOUTHBANK-EQ,5948
EVERESTIND-BE,6017
DTIL-EQ,6227
DIGJAMLMTD-BE,6136
PASUPTAC-BE,6048
GOODLUCK-EQ,6125
694TS50A-SG,630
APOLSINHOT-EQ,6302
3IINFOLTD-EQ,6232
698BR30-SG,6478
703MN31-SG,6479
708TS42-SG,6488
692RJ31-SG,6557
IRIS-BE,6501
693UP31-SG,6558
MOLDTKPAC-EQ,6713
SJS-EQ,6643
828GS2032-GS,6885
BAJAJHCARE-EQ,6863
ICDSLTD-EQ,6977
687SK31-SG,6991
86GS2028-GS,7088
ASIANENE-EQ,7030
683TN31A-SG,7156
657GS2033-GS,7194
689KA33-SG,7159
717GS2028-GS,7208
METROBRAND-EQ,7242
MAPMYINDIA-EQ,7227
702KA33-SG,7305
DATAPATTNS-EQ,7358
SBIETFIT-EQ,740
687AP35-SG,746
LCCINFOTEC-BE,7537
WOCKPHARMA-EQ,7506
ZENTEC-EQ,7508
683JK42-SG,755855
704NBFID35-N0,755873
875CIFL32-N0,755879
684TS56-SG,755925
79ABCL28-NA,755949
81ABCL29-NI,755957
MARSHALL-BZ,755924
852MFL28-N0,755984
1050UCL28-NH,756004
1015UCL27-NF,756000
833ABCL27-NL,755960
67RJ35-SG,756091
678MH39-SG,756096
950ISF27A-N0,756069
803ABHFL35-N0,756071
675TR40-SG,756098
678KL46-SG,756103
865HHFL30-N0,756163
770SHFL27-N0,756171
765TML28A-N0,756177
995CCSP27-N0,756333
726IRMT45-N0,756724
SGBDEC26-GB,7654
714PN32-SG,7708
IIFLHFZC27-NB,7666
IMAGICAA-EQ,7672
723GA32-SG,7871
729KA34-SG,7823
DALMIASUG-EQ,781
TIMESCAN-SM,7800
69PY28-SG,7893
727SK32-SG,7900
729MZ33-SG,7898
654MH27-SG,8126
704TN30A-SG,8134
685AS29-SG,8186
705MZ29-SG,8130
699MH29-SG,8128
702TN30-SG,8287
RICHA-ST,8212
715GA32-SG,8326
709GJ32-SG,8289
743HR41-SG,8364
61RJ27-SG,837
SGBMAR30X-GB,8401
64KA30B-SG,843
H1861D46RD-MF,8450
709TN30-SG,8489
741PN42-SG,8501
H1162D46DG-MF,8541
672HR35-SG,867
74HR37-SG,8580
742KL34-SG,8579
MSUMI-EQ,8596
678TS50-SG,878
ZENITHEXPO-BE,8802
UMAEXPORTS-EQ,8842
ABSLFTTQDG-MF,8676
710GS2029-GS,9047
ANUP-EQ,9014
UTISXN50-EQ,9168
715HR28-SG,9333
889SCL27-YT,9277
PGHL-EQ,940
CAMPUS-EQ,9362
763HR29-SG,9433
761MH29-SG,9435
SKIPPER-EQ,9428
774HR35-SG,9444
746AP27-SG,9530
773WB32-SG,9719
SOUTHWEST-EQ,9678
KPITTECH-EQ,9683
78ML31-SG,9774
79RJ42-SG,9800
64MH30-SG,973
769HR27-SG,9873
795HR32-SG,9870
804AP41-SG,9871
648AS30-SG,985
738GS2027-GS,9913
786AS32-SG,9916
85PFL26A-N7,9982
VIKASLIFE-EQ,9931
EUROTEXIND-EQ,999
70NL31-SG,6103
655MH28-SG,605
COASTCORP-EQ,6006
DYNAMIC-ST,6082
675KA33A-SG,618
BHAGCHEM-EQ,6164
PANSARI-BE,6152
SELMC-BE,6274
699UP31B-SG,6350
662CG28-SG,6315
699AS31-SG,6330
IGARASHI-EQ,634
696TN31-SG,6481
706JK33-SG,6484
70AP39B-SG,6564
KRITI-EQ,6417
FOODSIN-EQ,6673
FINOPB-EQ,6579
NIDAN-SM,6592
795GS2032-GS,6835
69KA31-SG,6743
IVC-EQ,6711
SMLT-EQ,6843
75GS2034-GS,6873
828GS2027-GS,6921
833GS2032-GS,6922
883GS2041-GS,7013
82GS2025-GS,7024
HEMIPROP-EQ,701
MAHKTECH-EQ,7074
SGBD29VIII-GB,7098
694WB36-SG,7160
SGBDEC25XI-GB,729
675KA33-SG,74
MONQ50-EQ,7422
696PY30-SG,7511
712KA34-SG,7539
GLENMARK-EQ,7406
714AP41B-SG,7550
8ABCL26-N2,755941
687TS55-SG,755857
850TIAPL28-N0,755930
797ABCL28-N9,755948
ABCL26-N3,755942
79413ABC28-N8,755947
8016ABCL29-NB,755950
91D240725-TB,756066
735SFL27-N0,756008
816ABCL29-NH,755956
815ANN29-N0,756033
GROWWMOM50-EQ,756086
832HHFL27A-N0,756716
NPST-EQ,756324
680NHB32-N0,756996
SHREERAMA-EQ,7627
704TN30-SG,7812
718KA33-SG,7694
712AS32-SG,7691
INOXWIND-EQ,7852
737KA38-SG,7908
645RJ27A-SG,7894
BETA-SM,81
DCM-EQ,805
CROWN-EQ,8083
RPSGVENT-EQ,8119
DCW-EQ,817
706GJ32-SG,8189
713AP40-SG,8193
703TN30-SG,8321
713TS37-SG,8299
712AS32A-SG,8295
717RJ32-SG,8331
538CG25-SG,835
575PY26-SG,836
733TN52A-SG,8371
725MZ34-SG,8359
MIDCAPETF-EQ,8413
642GA30-SG,852
COOLCAPS-SM,8560
655TR30-SG,858
SGBDEC2513-GB,862
INDOBORAX-EQ,8614
KNAGRI-SM,8602
MOLOWVOL-EQ,8654
957ICCL25-YW,8625
PROPEQUITY-SM,8735
ABSLFTTQRG-MF,8677
OBCL-EQ,8797
H1876D46DQ-MF,8774
H187646RG-MF,8761
H1876D46RD-MF,8776
668UP30-SG,92
PIXTRANS-EQ,9087
ARVINDFASN-EQ,9111
VERANDA-EQ,8890
727HR30-SG,9344
IOB-EQ,9348
TAJGVK-EQ,9354
776PN37-SG,9449
LICI-EQ,9480
CREATIVEYE-EQ,9384
754GS2036-GS,9585
ESCORTS-EQ,958
MAHESHWARI-EQ,9576
ESABINDIA-EQ,955
772GS2049-GS,9604
MEDICO-EQ,9667
RELCHEMQ-EQ,9652
777GJ31-SG,9771
643AP30-SG,976
789MH32-SG,9822
EPL-EQ,981
802TS35-SG,9824
78AP31A-SG,9914
785RJ39-SG,9952
MEDIASSIST-EQ,21705
RHFL-EQ,21733
832TFSIL29-N0,21760
758TN54-SG,21841
697PN40-SG,21789
766RJ31-SG,21842
69MN30-SG,21926
791KL30-SG,21904
783MH30-SG,21940
694MP35-SG,21979
698MP30-SG,21978
657MP30-SG,21975
BANKBETF-EQ,21986
72ML29-SG,22011
727RJ30-SG,22064
58RJ25-SG,22046
722UP30-SG,22089
714UP30-SG,22095
663TN55-SG,22102
671RJ30-SG,22077
595TN25-SG,22121
575TN25-SG,22105
669TN50-SG,22113
66TN30-SG,22111
730WB29-SG,22152
688UK30-SG,22168
717TN29-SG,22123
668TN55-SG,22134
655WB30-SG,22178
731TS60-SG,22206
658JK30-SG,22179
717PN30-SG,22212
SGBJUL28IV-GB,22242
717BR30-SG,22216
648HR40-SG,22299
649AP33-SG,22264
666TN30-SG,22413
702HP36-SG,2236
705RJ31-SG,2245
810NIIF34-N0,22461
762TN34-SG,22499
765GA34-SG,22496
766RJ34-SG,22497
813LTF29-NP,22482
769BR39-SG,22504
767KL43-SG,22506
763MH35-SG,22500
925ERFL28-N6,2254
749AP39-SG,22618
748MH35-SG,22613
BAWEJA-SM,22571
752MZ40-SG,22621
BANDHANBNK-EQ,2263
AAFS27A-N0,22654
744CG30-SG,22692
747HR36-SG,22699
WTICAB-SM,22725
747PY37-SG,22753
745JK54-SG,22760
GPTHEALTH-EQ,22846
MRF-EQ,2277
742HR35-SG,22994
741KA36-SG,22996
744KA34-SG,22868
743MH36-SG,22878
741HP36-SG,23090
739HP34-SG,23081
739KL34-SG,23085
1175PPPL27-N0,23048
736TN54-SG,23105
739BR39-SG,23095
1040NFL26-NA,23119
BESTAGRO-BE,2311
746UP32-SG,23191
748NL34-SG,23199
1065NFL27-NC,23123
765HDFC34-N1,23222
792TCHFL34-NF,23246
990SCL27-YT,23293
1015SCFL29-YY,23303
749CG35-SG,23349
744RJ34A-SG,23346
745MH39-SG,23354
957SCL31-Z3,23313
745HP44-SG,23424
RADIOWALLA-SM,23442
MUTF27-NL,23363
BLUEPEBBLE-ST,23413
744TS53-SG,23498
K2INFRA-ST,23462
TGL-ST,23530
75AP32-SG,23582
749AP40-SG,23587
749KL39-SG,23586
755PGCI34-N2,23571
748AP44A-SG,23589
754AS34-SG,23631
GLOSTERLTD-EQ,23590
752HR34-SG,23632
752RJ39-SG,23638
895MFL27-NM,23667
859CIFCL29-NT,23658
91MOFSL27-N2,23702
AADHARHFC-EQ,23729
SLONE-ST,23692
738TN33-SG,23870
741RJ34-SG,23814
736RJ37-SG,23877
743TN32-SG,24004
770RECL26-NR,23896
768LIC34-N4,23907
748PN35-SG,24007
747PN37-SG,24008
745RJ40-SG,24009
KRONOX-EQ,24025
736HR34-SG,24101
741PN34A-SG,24057
IXIGO-EQ,24067
1003IIFL29-NC,24141
957IIFLS27-NA,24137
10IIFLSF27-NB,24139
733RJ43-SG,24198
FALCONTECH-ST,24153
SYLVANPLY-SM,24267
VISAMAN-SM,24274
MASON-SM,24278
739MN36-SG,24336
PCCL-SM,24290
VRAJ-EQ,24321
DPEL-SM,24286
736AP45-SG,24340
736AP48-SG,24343
732RJ34-SG,24422
NOCIL-EQ,2442
733TN32-SG,24562
738PGCIL34-N0,24560
FILATEX-EQ,24532
754BOI34-N0,24516
736WB40-SG,24569
SANSTAR-EQ,24582
860GFL27-N0,24593
697GR2034-GS,24705
730MH39-SG,24653
CEIGALL-EQ,24742
910CIFL31-N0,24682
723TN34-SG,24753
729TS42-SG,24758
364D070825-TB,24772
725HP33-SG,24751
725HR39-SG,24887
80956ABH26-N0,24773
975SCL28A-N0,24821
ONWARDTEC-EQ,2481
723JK51-SG,24892
722MH50-SG,24891
INTERARCH-EQ,24909
GLOBALE-BE,24934
706TN29-SG,25006
722RJ34-SG,25011
725MH44-SG,24993
MFML-BE,24939
724MH40-SG,25098
79123SHF26-N0,25016
VDEAL-SM,25054
JAYBEE-SM,25037
725WB45-SG,25102
726MH50-SG,25110
8049ABHF27-N0,25145
730PFCL34-N0,25123
NAMOEWASTE-SM,25167
JEYYAM-SM,25147
736IRED39-N0,25201
721BR33-SG,25214
723MZ38-SG,25218
XTGLOBAL-EQ,25235
CONTI-SM,2531
956AEL29-N6,25294
AEL120924-N2,25280
PELATRO-SM,25408
712BR33-SG,25493
705AS31-SG,25489
CITI26-N0,25459
723PN31-SG,2557
712MP36-SG,25500
1025SCL34B-N1,25575
940SCL27A-N1,25546
UYFINCORP-EQ,25626
71KL34-SG,25702
71MH32A-SG,25764
KANANIIND-BE,25790
682GJ27-SG,25828
VINCOFE-EQ,25835
1180VCCL26-N0,25814
LLOYDSENT-EQ,25807
AFFORDABLE-EQ,25855
LAKSHYA-ST,25863
975SCL29A-N0,25864
364D231025-TB,25889
712GA34A-SG,25885
713TN34-SG,25956
DRCSYSTEMS-EQ,2645
PARTYCRUS-SM,2599
PIDILITIND-EQ,2664
CITI26A-N0,27043
724KA38-SG,2693
890BTL34-N0,27021
MASTERTR-EQ,27047
SAGILITY-EQ,27052
920DCBBL34-N0,27132
PRAKASH-EQ,2708
NIVABUPA-EQ,27097
1020CCSP27-N0,27134
705GJ29-SG,27183
RACLGEAR-EQ,27171
BLACKBUCK-EQ,27144
NTPCGREEN-EQ,27176
718WB41-SG,27204
71TN32A-SG,27186
716RJ34-SG,27189
718RJ38-SG,27201
710TS45-SG,27325
711GJ31-SG,2721
711HP34-SG,27313
ABHAPOWER-ST,27287
708UP38-SG,27686
182D120625-TB,27693
GANESHIN-ST,27351
DHANLAXMI-SM,27723
710TN54-SG,28279
ARVEE-EQ,2814
PURPLEUTED-ST,28044
711TN34A-SG,28825
SUULD-BZ,28646
816KSFP29-N0,28503
885IHL26-N1,28852
865IHFL27-N1,28856
PROZONER-BE,28863
718HR38-SG,28996
INTERISE-IV,2892
722GJ35-SG,29107
701GJ31-SG,29047
705GJ32-SG,29051
722BR35-SG,29132
724KL44-SG,29126
CARERATING-EQ,29113
867MUTF30-N0,29184
720RECL35-N0,29155
BARFLEX-SM,29176
758LICH35-N0,29200
715TN35-SG,29241
714KL45-SG,29240
TAKE-BZ,29209
713RJ35-SG,29280
PCHF230125-N0,29247
875TVSH30-N0,29245
708TS49-SG,29298
182D310725-TB,29303
712PN45-SG,29295
MOSCHIP-EQ,29459
716KL38-SG,29506
718KL50-SG,29523
860TPL31-N0,29545
ORCHASP-BE,29495
91D150525-TB,29580
364D120226-TB,29582
708GJ34-SG,29569
JUBLCPL-EQ,29590
689OR28A-SG,29696
742SIDBI29-N0,29600
810HLICL35-N0,29639
773TIL35-N0,29676
706OR31A-SG,29698
ORTINGLOBE-BE,2980
718TN36-SG,29924
182D290825-TB,29910
72AP36-SG,29923
718MH38-SG,29929
727UP41-SG,29989
727TS49-SG,29994
72AS40-SG,29931
BSE500IETF-EQ,3001
724UP40-SG,30071
723TS53-SG,30079
726HR39-SG,30014
AXISTECETF-EQ,3010
727NL35-SG,30088
723RJ38-SG,30098
745PFCL28-N0,30144
718WB45-SG,30166
717UK32-SG,30180
702TN29A-SG,30177
715TN33-SG,30182
JINDALSAW-EQ,3024
1050SCL32-N1,30242
990SCL28-N1,30222
71WB47-SG,30451
726NTPC40-N0,30263
SBIN-EQ,3045
SPECTRUM-EQ,30455
69UP30-SG,307
68UK31-SG,3067
SHANTIGEAR-EQ,3078
717IRFC35-N0,30487
GILT5YBEES-EQ,3172
NDL-EQ,31258
SHREYANIND-EQ,3126
677TN31-SG,3364
682RJ31-SG,3259
863NHB29-N2,31966
691AP40-SG,3388
687MH33-SG,3379
TATAELXSI-EQ,3411
AJOONI-EQ,3403
TATASTEEL-EQ,3499
TATAMOTORS-EQ,3456
772IGT31-NK,3470
699TN41-SG,3645
694AP38-SG,3514
UNIVCABLES-EQ,3607
GAYAHWS-BE,3699
684RJ31-SG,3713
VSTIND-EQ,3724
VOLTAS-EQ,3718
WHEELS-EQ,3766
BEL-EQ,383
ZODIACLOTH-EQ,3821
GS070626C-GS,4387
GS090925C-GS,4183
691AS30-SG,431
UCL-SM,4212
GS220836C-GS,4494
GS220231C-GS,4429
AARTIDRUGS-EQ,4481
681KL31-SG,4581
SBCL-EQ,4656
RAMCOIND-EQ,4587
71AP37-SG,469
INDNIPPON-EQ,4747
BANKBARODA-EQ,4668
706WB36-SG,4782
703AP40-SG,475
706KL41-SG,4793
DCMFINSERV-EQ,4775
LIQUIDIETF-EQ,4838
694UK31-SG,4891
96SFIL24A-NB,4930
712AP35-SG,5041
697RJ31-SG,4997
629RJ26-SG,5025
695MH31-SG,5035
SHEMAROO-BE,5072
ETERNAL-EQ,5097
GRINFRA-EQ,5054
697TN31A-SG,5173
70TN31-SG,5336
UTIAMC-EQ,527
BPCL-EQ,526
697KL31-SG,5474
599MP26-SG,5525
TRIGYN-EQ,5428
SFMP49DD-MF,5497
70TS36-SG,5568
685BR30-SG,5556
688GA31-SG,5557
687RJ31-SG,5561
667GS2035-GS,5577
702ML41-SG,5570
CUB-EQ,5701
677RJ31A-SG,5743
686RJ36-SG,5740
SHREMINVIT-IV,5718
MASPTOP50-EQ,5782
SANSERA-EQ,5751
889SCL26-NS,5855
SGBOCT26-GB,5960
840IRFC29-N8,591
AXISBANK-EQ,5900
689GJ31-SG,5977
JAINAM-SM,6012
69TN31-SG,5997
645MH27-SG,599
696KA31-SG,6095
703KA32-SG,6104
698RJ31-SG,6100
BMETRICS-SM,6052
714AP41A-SG,6115
605AS25-SG,62
66RJ30A-SG,611
708KA34A-SG,6212
691AP39-SG,626
691MP40-SG,629
695BR30-SG,6318
EQUAL50ADD-EQ,6606
SHUBHLAXMI-SM,6451
SONATSOFTW-EQ,6596
695GS2061-GS,6817
MIRCELECTR-BE,6853
597GS2025-GS,6871
691HP31-SG,6879
692HP33-SG,6881
897GS2030-GS,7011
607RJ26-SG,6987
DICIND-EQ,703
MENONBE-EQ,6961
ANANDRATHI-EQ,7145
817GS2044-GS,7115
759GS2026-GS,7139
SEJALLTD-EQ,7091
63PY27-SG,7153
SHRADHA-BE,716
RATEGAIN-EQ,7177
MICEL-EQ,7169
BBETF0432-EQ,7196
704TS32-SG,7315
MANAKCOAT-BE,7417
705UK31-SG,7535
714HP33-SG,7536
702KA31-SG,7524
TREJHARA-EQ,7518
714TS33-SG,7538
91D110725-TB,755858
681HR39-SG,755854
930PEL29-N0,755877
EVIETF-EQ,755881
759TS46-SG,21830
83645TFS27-N1,21767
MPTODAY-SM,21792
763GJ33-SG,21856
705MN30-SG,21920
656MN30-SG,21921
729MP30-SG,21980
658MP35-SG,21948
714MH29-SG,21941
HFCL-EQ,21951
729ML29-SG,22013
80NL30-SG,21995
708RJ30-SG,22035
669UP30-SG,22097
684RJ30-SG,22068
718RJ29-SG,22060
659RJ30-SG,22073
731WB34-SG,22141
715TN27-SG,22120
750TN29-SG,22107
633TN30-SG,22135
665WB30-SG,22176
718CG27-SG,22161
759CG30-SG,22158
662JK30-SG,22180
735UK30-SG,22202
810JH32-SG,22199
699TS28-SG,22190
750TS28-SG,22189
577GS2030-GS,22292
714KA29A-SG,22225
655AP35-SG,22294
DHUNINV-EQ,22233
662WB35-SG,22341
660AP39-SG,22332
645MN30-SG,22301
668GA30-SG,22405
589RJ25-SG,22404
664RJ30-SG,22412
LOVABLE-EQ,22415
655AS30A-SG,22447
NIF10GETF-EQ,22524
668AP35-SG,22453
888ERFL28-N5,2252
85CIFC27-NL,22551
HDFCPSUBK-EQ,22595
751CG32-SG,22609
752BR39-SG,22619
748MP40-SG,22620
743CG29-SG,22694
744AP39-SG,22701
RPTECH-EQ,22670
ITALIANE-SM,22645
747CG30A-SG,22743
744TN34-SG,22747
747MH36-SG,22752
760PFC29-N0,22793
SMALLCAP-EQ,22832
783NHB27-N9,22797
764RL27-NM,22815
746UK34-SG,22875
742RJ39-SG,22869
BSLIQPIRG-MF,22853
832TPL27-N5,22891
AAFS34-N2,22927
PLATIND-EQ,22930
74WB44-SG,22989
PURVFLEXI-ST,22942
MVKAGRO-ST,22979
741AR34-SG,23084
74MH36-SG,22995
739WB42-SG,23098
736KL54-SG,23104
1119NFL27-ND,23125
PRATHAM-SM,23113
747CG33-SG,23192
8254KSFP29-N1,23170
757IREDL29-NB,23155
746RJ42-SG,23212
745WB42-SG,23211
745KA35-SG,23201
75MN36-SG,23204
CPSEETF-EQ,2328
ENSER-ST,23233
ENFUSE-SM,23224
762NABAR29-N3,23254
1025SCFL34-Z5,23317
925SCL26B-YQ,23287
940SCL27-YS,23291
0SCL27-YW,23299
753KL50-SG,23336
754KL55-SG,23339
980SCL34-Z7,23321
1075SCFL34-Z6,23319
LIQUIDADD-EQ,23407
75MN36A-SG,23352
748PN37-SG,23428
SABTNL-BE,23367
75AS34-SG,23494
745MH39A-SG,23537
TARACHAND-BE,23514
TAC-SM,23438
746UP39-SG,23542
734GS2064-GS,23558
742MH34-SG,23540
ASIANPAINT-EQ,236
751AP41-SG,23639
753PN36-SG,23635
753PN37-SG,23636
742AP46-SG,23758
830SMF25-N4,23660
EMMIL-ST,23748
858CIF27-NU,23734
708CG29-SG,2380
741JK49-SG,23760
GODIGIT-EQ,23799
72UP31-SG,2387
707GJ31-SG,2381
738AP44-SG,23818
8137TCL24-NH,23809
734AP49-SG,23884
72JH35-SG,2391
364D290525-TB,23887
8277SMF27-N5,23982
TBI-ST,24022
1015SCL29-ZL,23952
UTFIAIPRRI-MF,24061
364D190625-TB,24095
805TCHFL29-NG,24089
744IRF34-N0,24065
734AP35-SG,24182
736MZ39-SG,24186
722RJ41-SG,2413
NILKAMAL-EQ,2421
364D260625-TB,24213
1190VCCL26-N0,24223
STANLEY-EQ,24226
737AP33A-SG,24330
738PN33-SG,24331
NEPHROCARE-SM,24350
731TN54-SG,24424
364D100725-TB,24427
732HR36-SG,24420
PRIZOR-SM,24508
SAHAJSOLAR-ST,24481
KATARIA-SM,24528
734TN34-SG,24563
734TS37-SG,24566
RUSHIL-EQ,24595
CENTRUM-EQ,2454
724TN30-SG,24665
731TS50-SG,24662
734PN32-SG,24666
734PN35-SG,24649
73AS39-SG,24765
975SIPL27-N0,24792
828SICC26-N0,24724
85GHFL27-N0,24670
GROWWEV-EQ,24798
FIRSTCRY-EQ,24814
726TS35-SG,24842
SUYOG-BE,24854
BALCO-ST,24882
AAFS28A-N0,24877
SURAJLTD-EQ,24966
BRACEPORT-SM,24905
722TN54-SG,25001
727AP41-SG,24991
727MN36-SG,24984
722MP45-SG,24994
722KL59-SG,25005
772TIL34-N0,25078
761LIC34-N0,25042
ASAHISONG-EQ,25088
BCLIND-EQ,2513
840GHFL28-N0,25130
OSWALAGRO-EQ,2514
722TS38-SG,25213
BALAJEE-EQ,25203
703TN29-SG,25212
980ICCL29-N0,25155
KROSS-EQ,25252
713HR36-SG,25359
71MH33-SG,25352
712MH36-SG,25356
PNGJL-EQ,25312
799NIIF29-N0,25390
712GA34-SG,25498
KALANA-SM,25443
SDREAMS-ST,25531
SAHASRA-ST,25671
MANBA-EQ,25597
948SCL27D-N1,25552
902SCL27C-N1,25550
BANKPSU-EQ,25725
364D031025-TB,25683
711AP38-SG,25685
POLYMED-EQ,25718
GROWWDEFNC-EQ,25758
679GS2034-GS,25736
12VCCL27A-N0,25812
VAL30IETF-EQ,25851
708HP34-SG,25830
765SHFL29-N0,25948
MEP-BZ,25882
725WB41-SG,2657
717AP43-SG,25963
716AP47-SG,25966
727MZ33-SG,2683
715MZ40-SG,27006
715KL40-SG,27005
705GJ31-SG,27113
715IRFC39-N0,27121
776FEDB34-N0,27094
710UP32-SG,27154
709GS2074-GS,27170
707KA29-SG,27184
714AP34A-SG,27187
719HR37-SG,27199
718AP40A-SG,27203
716AR44-SG,27205
741BOI34-N0,27278
712AS34-SG,27318
643AS26-SG,2733
935TSI30-N0,27448
716UP31-SG,2759
716GA31-SG,2746
711PFCL40-N0,27598
769LICH26-N0,27750
713WB40-SG,28250
712RJ39-SG,28235
RALLIS-EQ,2816
710TS47-SG,28277
675GS2029-GS,28530
774PSB34-N0,28550
RANASUG-EQ,2837
96IIFL28A-NF,2877
HITECH-EQ,2868
714TN44-SG,28826
89IHFL29-N1,28869
748SIDBI29-N0,28795
RELIANCE-EQ,2885
CONSUMER-EQ,28969
712TS51-SG,29006
SCL271224-N1,28907
715WB40-SG,29009
713UK32-SG,29049
672KL27-SG,2901
ZUARI-EQ,29050
69PY29-SG,291
711TS55-SG,29071
685AR31-SG,2922
990IIFL26-N0,29182
712GJ35-SG,29237
900CIFL35-N0,29249
714HR38-SG,29238
PCHFL23125-N0,29243
710TS50-SG,29299
712BR37-SG,29282
REXPRO-SM,29270
713WB44-SG,29291
364D290126-TB,29304
AGARWALEYE-EQ,29452
751HUDCO28-N5,29312
861REC34-ND,2935
182D070825-TB,29480
713MH37B-SG,29503
790CANF30-N0,29457
888REC29-NF,2947
719BR45-SG,29514
725PFCL45-N0,29539
70OR30-SG,29518
886REC34-NG,2953
714BR37-SG,29565
KEN-ST,29550
714PY31A-SG,29707
713KA34A-SG,29709
728IRFC40-N0,29641
820CIFL28-N0,29683
ORIENTELEC-EQ,2972
716KA32-SG,29913
719MH40-SG,29932
749SIDBI29-N0,29949
CALSOFTPP-X1,29958
706GJ30-SG,29995
685KA30-SG,300
ROADSTAR-IV,30051
728WB39-SG,30074
723MP47-SG,30087
717MP31-SG,30085
SELECTIPO-EQ,30109
723OR47-SG,30096
717UP39-SG,30162
717OR40-SG,30164
718OR46-SG,30168
717KL38-SG,30161
716CG33-SG,30184
716CG34-SG,30185
692JH28-SG,30174
718KL50A-SG,30172
SDL26BEES-EQ,3022
902SCL28-N1,30238
1025SCL35-N1,30234
BHARATSE-EQ,30244
14RARL30-N0,30269
758LICH35A-N0,30277
692TN29-SG,30415
182D250925-TB,30410
689GA30-SG,303
705UK32-SG,30421
707TS55-SG,30453
71HP40-SG,30442
708AP37-SG,30437
684JK31-SG,3073
68KL31-SG,3070
774IREDA35-N0,30479
697KA31-SG,311
HONDAPOWER-EQ,3138
SHREECEM-EQ,3103
SIMPLEXINF-EQ,3162
SIEMENS-EQ,3150
SFMP42DD-MF,3157
SKFINDIA-EQ,3186
891NTPC33-N6,31768
ANGELONE-EQ,324
678RJ31A-SG,3373
NITIRAJ-BE,3251
BALKRISIND-EQ,335
SFMP43GR-MF,3361
TFCILTD-EQ,3466
BALRAMCHIN-EQ,341
749IGT28-NG,3442
AXISBPSETF-EQ,3530
677RJ31-SG,3511
THOMASCOOK-EQ,3481
PGINVIT-IV,3494
697TN46-SG,3647
704AP41-SG,3692
61RJ26-SG,3638
683MH32-SG,3567
703TN46-SG,3719
704JK36-SG,3697
645BR27-SG,3695
685NL31A-SG,3710
672GJ30-SG,3750
BHARATRAS-EQ,3834
IWEL-EQ,3776
ZEEL-EQ,3812
PREMIERPOL-EQ,3908
HATSUN-EQ,3892
REMSONSIND-EQ,3965
GOCLCORP-EQ,3963
BHARATFORG-EQ,422
BERGEPAINT-EQ,404
BIOFILCHEM-EQ,4136
BEPL-EQ,419
GS101125C-GS,4246
GS121225C-GS,4254
GS071225C-GS,4250
HDFCAMC-EQ,4244
GS090326C-GS,4364
GS231225C-GS,4325
JCHAC-EQ,4491
JAGSNPHARM-EQ,4410
SGBNOV25-GB,458
605RJ26-SG,4570
DYNAMATECH-EQ,4525
709WB40-SG,472
704RJ36-SG,4780
SKMEGGPROD-EQ,4732
CONCOR-EQ,4749
694UP31A-SG,4889
713KL46-SG,4897
92SFIL28-ND,4942
FDC-EQ,4898
682CG28-SG,4984
695TN31A-SG,4994
GANGAFORGE-EQ,4957
724TN51-SG,5091
699GA31-SG,4998
701MH32-SG,5002
PULZ-SM,507
